Driver,Team,LapNumber,LapTimeSeconds,Compound,TyreLife,Stint,Position
RUS,Mercedes,15.0,98.565,HARD,14.0,2.0,5.0
RUS,Mercedes,16.0,98.658,HARD,15.0,2.0,3.0
RUS,Mercedes,17.0,99.417,HARD,16.0,2.0,3.0
RUS,Mercedes,18.0,100.317,HARD,17.0,2.0,5.0
RUS,Mercedes,19.0,98.392,HARD,18.0,2.0,5.0
RUS,Mercedes,20.0,98.463,HARD,19.0,2.0,5.0
RUS,Mercedes,21.0,99.492,HARD,20.0,2.0,6.0
RUS,Mercedes,24.0,95.149,HARD,2.0,3.0,8.0
RUS,Mercedes,25.0,95.673,HARD,3.0,3.0,8.0
RUS,Mercedes,26.0,95.775,HARD,4.0,3.0,8.0
RUS,Mercedes,27.0,97.28,HARD,5.0,3.0,7.0
RUS,Mercedes,28.0,97.564,HARD,6.0,3.0,8.0
RUS,Mercedes,29.0,96.699,HARD,7.0,3.0,8.0
RUS,Mercedes,30.0,96.493,HARD,8.0,3.0,8.0
RUS,Mercedes,31.0,96.776,HARD,9.0,3.0,8.0
RUS,Mercedes,32.0,96.744,HARD,10.0,3.0,8.0
RUS,Mercedes,33.0,96.383,HARD,11.0,3.0,7.0
RUS,Mercedes,34.0,96.704,HARD,12.0,3.0,6.0
RUS,Mercedes,35.0,96.47,HARD,13.0,3.0,6.0
RUS,Mercedes,36.0,96.468,HARD,14.0,3.0,6.0
RUS,Mercedes,39.0,94.404,MEDIUM,3.0,4.0,9.0
RUS,Mercedes,40.0,94.537,MEDIUM,4.0,4.0,8.0
RUS,Mercedes,41.0,94.541,MEDIUM,5.0,4.0,8.0
RUS,Mercedes,42.0,95.299,MEDIUM,6.0,4.0,8.0
RUS,Mercedes,43.0,95.141,MEDIUM,7.0,4.0,8.0
RUS,Mercedes,44.0,94.834,MEDIUM,8.0,4.0,8.0
RUS,Mercedes,45.0,94.913,MEDIUM,9.0,4.0,8.0
RUS,Mercedes,46.0,95.115,MEDIUM,10.0,4.0,8.0
RUS,Mercedes,47.0,95.317,MEDIUM,11.0,4.0,8.0
RUS,Mercedes,48.0,95.423,MEDIUM,12.0,4.0,8.0
RUS,Mercedes,49.0,96.024,MEDIUM,13.0,4.0,8.0
RUS,Mercedes,50.0,96.465,MEDIUM,14.0,4.0,8.0
RUS,Mercedes,51.0,95.429,MEDIUM,15.0,4.0,8.0
RUS,Mercedes,52.0,95.743,MEDIUM,16.0,4.0,8.0
RUS,Mercedes,53.0,94.902,MEDIUM,17.0,4.0,7.0
SAI,Ferrari,4.0,97.225,MEDIUM,3.0,2.0,4.0
SAI,Ferrari,5.0,97.322,MEDIUM,4.0,2.0,4.0
SAI,Ferrari,6.0,97.721,MEDIUM,5.0,2.0,4.0
SAI,Ferrari,7.0,97.756,MEDIUM,6.0,2.0,4.0
SAI,Ferrari,8.0,97.736,MEDIUM,7.0,2.0,4.0
SAI,Ferrari,9.0,97.98,MEDIUM,8.0,2.0,4.0
SAI,Ferrari,10.0,98.304,MEDIUM,9.0,2.0,4.0
SAI,Ferrari,11.0,98.273,MEDIUM,10.0,2.0,3.0
SAI,Ferrari,12.0,97.847,MEDIUM,11.0,2.0,3.0
SAI,Ferrari,13.0,98.333,MEDIUM,12.0,2.0,3.0
SAI,Ferrari,14.0,98.504,MEDIUM,13.0,2.0,3.0
SAI,Ferrari,17.0,96.469,MEDIUM,3.0,3.0,7.0
SAI,Ferrari,18.0,96.698,MEDIUM,4.0,3.0,7.0
SAI,Ferrari,19.0,97.786,MEDIUM,5.0,3.0,6.0
SAI,Ferrari,20.0,97.314,MEDIUM,6.0,3.0,6.0
SAI,Ferrari,21.0,97.995,MEDIUM,7.0,3.0,5.0
SAI,Ferrari,22.0,96.575,MEDIUM,8.0,3.0,5.0
SAI,Ferrari,23.0,96.779,MEDIUM,9.0,3.0,5.0
SAI,Ferrari,24.0,96.805,MEDIUM,10.0,3.0,5.0
SAI,Ferrari,25.0,96.945,MEDIUM,11.0,3.0,5.0
SAI,Ferrari,26.0,97.137,MEDIUM,12.0,3.0,3.0
SAI,Ferrari,27.0,97.068,MEDIUM,13.0,3.0,3.0
SAI,Ferrari,28.0,96.845,MEDIUM,14.0,3.0,3.0
SAI,Ferrari,29.0,97.176,MEDIUM,15.0,3.0,3.0
SAI,Ferrari,30.0,97.01,MEDIUM,16.0,3.0,3.0
SAI,Ferrari,31.0,96.901,MEDIUM,17.0,3.0,3.0
SAI,Ferrari,32.0,97.106,MEDIUM,18.0,3.0,3.0
SAI,Ferrari,33.0,97.233,MEDIUM,19.0,3.0,3.0
SAI,Ferrari,34.0,96.901,MEDIUM,20.0,3.0,2.0
SAI,Ferrari,35.0,96.948,MEDIUM,21.0,3.0,1.0
SAI,Ferrari,38.0,93.995,HARD,2.0,4.0,5.0
SAI,Ferrari,39.0,94.419,HARD,3.0,4.0,5.0
SAI,Ferrari,40.0,94.396,HARD,4.0,4.0,5.0
SAI,Ferrari,41.0,94.863,HARD,5.0,4.0,5.0
SAI,Ferrari,42.0,95.293,HARD,6.0,4.0,5.0
SAI,Ferrari,43.0,94.75,HARD,7.0,4.0,5.0
SAI,Ferrari,44.0,94.336,HARD,8.0,4.0,4.0
SAI,Ferrari,45.0,95.006,HARD,9.0,4.0,4.0
SAI,Ferrari,46.0,93.841,HARD,10.0,4.0,3.0
SAI,Ferrari,47.0,95.063,HARD,11.0,4.0,3.0
SAI,Ferrari,48.0,94.962,HARD,12.0,4.0,3.0
SAI,Ferrari,49.0,94.752,HARD,13.0,4.0,3.0
SAI,Ferrari,50.0,94.636,HARD,14.0,4.0,3.0
SAI,Ferrari,51.0,94.877,HARD,15.0,4.0,3.0
SAI,Ferrari,52.0,95.203,HARD,16.0,4.0,3.0
SAI,Ferrari,53.0,95.224,HARD,17.0,4.0,3.0
SAR,Williams,4.0,100.424,HARD,3.0,2.0,18.0
SAR,Williams,5.0,99.668,HARD,4.0,2.0,17.0
SAR,Williams,6.0,99.582,HARD,5.0,2.0,17.0
SAR,Williams,7.0,100.055,HARD,6.0,2.0,15.0
SAR,Williams,8.0,99.655,HARD,7.0,2.0,14.0
SAR,Williams,9.0,100.871,HARD,8.0,2.0,14.0
SAR,Williams,10.0,100.916,HARD,9.0,2.0,14.0
SAR,Williams,11.0,99.348,HARD,10.0,2.0,13.0
SAR,Williams,12.0,99.911,HARD,11.0,2.0,13.0
SAR,Williams,13.0,100.197,HARD,12.0,2.0,12.0
SAR,Williams,14.0,99.713,HARD,13.0,2.0,12.0
SAR,Williams,15.0,99.368,HARD,14.0,2.0,11.0
SAR,Williams,16.0,99.404,HARD,15.0,2.0,11.0
SAR,Williams,17.0,99.216,HARD,16.0,2.0,11.0
SAR,Williams,18.0,100.309,HARD,17.0,2.0,12.0
SAR,Williams,19.0,99.537,HARD,18.0,2.0,12.0
SAR,Williams,20.0,98.968,HARD,19.0,2.0,12.0
SAR,Williams,21.0,99.612,HARD,20.0,2.0,12.0
SAR,Williams,24.0,98.094,HARD,2.0,3.0,16.0
SAR,Williams,25.0,98.43,HARD,3.0,3.0,16.0
SAR,Williams,26.0,98.485,HARD,4.0,3.0,16.0
SAR,Williams,27.0,96.59,HARD,5.0,3.0,15.0
SAR,Williams,28.0,97.429,HARD,6.0,3.0,15.0
SAR,Williams,29.0,97.679,HARD,7.0,3.0,15.0
SAR,Williams,30.0,97.511,HARD,8.0,3.0,15.0
SAR,Williams,31.0,97.495,HARD,9.0,3.0,15.0
SAR,Williams,32.0,97.761,HARD,10.0,3.0,15.0
SAR,Williams,33.0,98.166,HARD,11.0,3.0,15.0
SAR,Williams,36.0,95.497,MEDIUM,2.0,4.0,15.0
SAR,Williams,37.0,96.103,MEDIUM,3.0,4.0,15.0
SAR,Williams,38.0,96.149,MEDIUM,4.0,4.0,15.0
SAR,Williams,39.0,96.25,MEDIUM,5.0,4.0,15.0
SAR,Williams,40.0,96.282,MEDIUM,6.0,4.0,15.0
SAR,Williams,43.0,94.9,SOFT,2.0,5.0,17.0
SAR,Williams,44.0,95.087,SOFT,3.0,5.0,17.0
SAR,Williams,45.0,95.35,SOFT,4.0,5.0,17.0
SAR,Williams,46.0,95.778,SOFT,5.0,5.0,17.0
SAR,Williams,47.0,95.701,SOFT,6.0,5.0,17.0
SAR,Williams,48.0,95.837,SOFT,7.0,5.0,17.0
SAR,Williams,49.0,95.619,SOFT,8.0,5.0,17.0
SAR,Williams,50.0,95.49,SOFT,9.0,5.0,17.0
SAR,Williams,51.0,95.233,SOFT,10.0,5.0,17.0
SAR,Williams,52.0,97.715,SOFT,11.0,5.0,17.0
STR,Aston Martin,4.0,99.528,SOFT,3.0,2.0,13.0
STR,Aston Martin,5.0,99.552,SOFT,4.0,2.0,13.0
STR,Aston Martin,6.0,98.746,SOFT,5.0,2.0,11.0
STR,Aston Martin,7.0,98.624,SOFT,6.0,2.0,11.0
STR,Aston Martin,8.0,98.61,SOFT,7.0,2.0,10.0
STR,Aston Martin,9.0,98.881,SOFT,8.0,2.0,10.0
STR,Aston Martin,10.0,99.052,SOFT,9.0,2.0,10.0
STR,Aston Martin,11.0,99.103,SOFT,10.0,2.0,10.0
STR,Aston Martin,14.0,97.935,MEDIUM,2.0,3.0,16.0
STR,Aston Martin,15.0,98.125,MEDIUM,3.0,3.0,15.0
STR,Aston Martin,16.0,99.274,MEDIUM,4.0,3.0,15.0
STR,Aston Martin,17.0,98.057,MEDIUM,5.0,3.0,14.0
STR,Aston Martin,18.0,98.843,MEDIUM,6.0,3.0,14.0
STR,Aston Martin,19.0,99.757,MEDIUM,7.0,3.0,14.0
STR,Aston Martin,20.0,99.248,MEDIUM,8.0,3.0,14.0
STR,Aston Martin,21.0,99.552,MEDIUM,9.0,3.0,14.0
STR,Aston Martin,24.0,96.761,HARD,2.0,4.0,12.0
STR,Aston Martin,25.0,96.995,HARD,3.0,4.0,12.0
STR,Aston Martin,26.0,97.307,HARD,4.0,4.0,12.0
STR,Aston Martin,27.0,97.244,HARD,5.0,4.0,12.0
STR,Aston Martin,28.0,97.088,HARD,6.0,4.0,12.0
STR,Aston Martin,29.0,97.633,HARD,7.0,4.0,12.0
STR,Aston Martin,30.0,97.361,HARD,8.0,4.0,12.0
STR,Aston Martin,31.0,97.729,HARD,9.0,4.0,12.0
STR,Aston Martin,32.0,98.202,HARD,10.0,4.0,12.0
STR,Aston Martin,33.0,99.609,HARD,11.0,4.0,11.0
STR,Aston Martin,36.0,95.973,SOFT,2.0,5.0,13.0
STR,Aston Martin,37.0,96.284,SOFT,3.0,5.0,13.0
STR,Aston Martin,38.0,96.356,SOFT,4.0,5.0,13.0
STR,Aston Martin,39.0,96.614,SOFT,5.0,5.0,13.0
STR,Aston Martin,40.0,95.844,SOFT,6.0,5.0,13.0
STR,Aston Martin,41.0,95.798,SOFT,7.0,5.0,13.0
STR,Aston Martin,42.0,96.556,SOFT,8.0,5.0,13.0
STR,Aston Martin,43.0,96.503,SOFT,9.0,5.0,13.0
STR,Aston Martin,44.0,96.485,SOFT,10.0,5.0,13.0
STR,Aston Martin,45.0,96.806,SOFT,11.0,5.0,12.0
STR,Aston Martin,46.0,96.35,SOFT,12.0,5.0,11.0
STR,Aston Martin,47.0,96.704,SOFT,13.0,5.0,11.0
STR,Aston Martin,48.0,98.033,SOFT,14.0,5.0,11.0
STR,Aston Martin,49.0,96.381,SOFT,15.0,5.0,11.0
STR,Aston Martin,50.0,96.165,SOFT,16.0,5.0,11.0
STR,Aston Martin,51.0,96.27,SOFT,17.0,5.0,11.0
STR,Aston Martin,52.0,99.818,SOFT,18.0,5.0,12.0
TSU,RB,4.0,99.108,SOFT,6.0,2.0,9.0
TSU,RB,5.0,99.508,SOFT,7.0,2.0,10.0
TSU,RB,6.0,98.887,SOFT,8.0,2.0,10.0
TSU,RB,9.0,97.17,HARD,2.0,3.0,16.0
TSU,RB,10.0,97.496,HARD,3.0,3.0,16.0
TSU,RB,11.0,97.895,HARD,4.0,3.0,16.0
TSU,RB,12.0,100.057,HARD,5.0,3.0,16.0
TSU,RB,13.0,98.98,HARD,6.0,3.0,14.0
TSU,RB,14.0,98.51,HARD,7.0,3.0,14.0
TSU,RB,15.0,99.925,HARD,8.0,3.0,14.0
TSU,RB,16.0,100.096,HARD,9.0,3.0,14.0
TSU,RB,17.0,97.944,HARD,10.0,3.0,13.0
TSU,RB,18.0,99.27,HARD,11.0,3.0,13.0
TSU,RB,19.0,99.658,HARD,12.0,3.0,13.0
TSU,RB,20.0,99.1,HARD,13.0,3.0,13.0
TSU,RB,21.0,99.562,HARD,14.0,3.0,13.0
TSU,RB,24.0,96.637,HARD,2.0,4.0,11.0
TSU,RB,25.0,97.073,HARD,3.0,4.0,11.0
TSU,RB,26.0,97.037,HARD,4.0,4.0,11.0
TSU,RB,27.0,97.184,HARD,5.0,4.0,11.0
TSU,RB,28.0,97.227,HARD,6.0,4.0,11.0
TSU,RB,29.0,97.319,HARD,7.0,4.0,11.0
TSU,RB,30.0,97.617,HARD,8.0,4.0,11.0
TSU,RB,31.0,97.676,HARD,9.0,4.0,11.0
TSU,RB,32.0,98.624,HARD,10.0,4.0,11.0
TSU,RB,33.0,98.692,HARD,11.0,4.0,10.0
TSU,RB,34.0,97.793,HARD,12.0,4.0,10.0
TSU,RB,35.0,97.626,HARD,13.0,4.0,10.0
TSU,RB,36.0,97.103,HARD,14.0,4.0,10.0
TSU,RB,37.0,97.419,HARD,15.0,4.0,10.0
TSU,RB,38.0,97.442,HARD,16.0,4.0,10.0
TSU,RB,39.0,97.595,HARD,17.0,4.0,10.0
TSU,RB,40.0,97.441,HARD,18.0,4.0,10.0
TSU,RB,41.0,97.297,HARD,19.0,4.0,10.0
TSU,RB,42.0,97.493,HARD,20.0,4.0,10.0
TSU,RB,43.0,97.498,HARD,21.0,4.0,10.0
TSU,RB,44.0,97.329,HARD,22.0,4.0,10.0
TSU,RB,45.0,97.25,HARD,23.0,4.0,10.0
TSU,RB,46.0,97.046,HARD,24.0,4.0,10.0
TSU,RB,47.0,97.106,HARD,25.0,4.0,10.0
TSU,RB,48.0,97.038,HARD,26.0,4.0,10.0
TSU,RB,49.0,96.557,HARD,27.0,4.0,10.0
TSU,RB,50.0,96.388,HARD,28.0,4.0,10.0
TSU,RB,51.0,96.342,HARD,29.0,4.0,10.0
TSU,RB,52.0,98.195,HARD,30.0,4.0,10.0
VER,Red Bull Racing,4.0,96.472,MEDIUM,4.0,2.0,1.0
VER,Red Bull Racing,5.0,96.437,MEDIUM,5.0,2.0,1.0
VER,Red Bull Racing,6.0,96.855,MEDIUM,6.0,2.0,1.0
VER,Red Bull Racing,7.0,96.97,MEDIUM,7.0,2.0,1.0
VER,Red Bull Racing,8.0,97.329,MEDIUM,8.0,2.0,1.0
VER,Red Bull Racing,9.0,97.178,MEDIUM,9.0,2.0,1.0
VER,Red Bull Racing,10.0,97.59,MEDIUM,10.0,2.0,1.0
VER,Red Bull Racing,11.0,97.774,MEDIUM,11.0,2.0,1.0
VER,Red Bull Racing,12.0,97.753,MEDIUM,12.0,2.0,1.0
VER,Red Bull Racing,13.0,97.727,MEDIUM,13.0,2.0,1.0
VER,Red Bull Racing,14.0,97.91,MEDIUM,14.0,2.0,1.0
VER,Red Bull Racing,15.0,97.854,MEDIUM,15.0,2.0,1.0
VER,Red Bull Racing,18.0,96.822,MEDIUM,2.0,3.0,2.0
VER,Red Bull Racing,19.0,96.252,MEDIUM,3.0,3.0,2.0
VER,Red Bull Racing,20.0,96.402,MEDIUM,4.0,3.0,2.0
VER,Red Bull Racing,21.0,95.617,MEDIUM,5.0,3.0,1.0
VER,Red Bull Racing,22.0,96.384,MEDIUM,6.0,3.0,1.0
VER,Red Bull Racing,23.0,96.205,MEDIUM,7.0,3.0,1.0
VER,Red Bull Racing,24.0,96.532,MEDIUM,8.0,3.0,1.0
VER,Red Bull Racing,25.0,96.337,MEDIUM,9.0,3.0,1.0
VER,Red Bull Racing,26.0,96.437,MEDIUM,10.0,3.0,1.0
VER,Red Bull Racing,27.0,96.654,MEDIUM,11.0,3.0,1.0
VER,Red Bull Racing,28.0,96.496,MEDIUM,12.0,3.0,1.0
VER,Red Bull Racing,29.0,96.655,MEDIUM,13.0,3.0,1.0
VER,Red Bull Racing,30.0,96.849,MEDIUM,14.0,3.0,1.0
VER,Red Bull Racing,31.0,96.761,MEDIUM,15.0,3.0,1.0
VER,Red Bull Racing,32.0,96.92,MEDIUM,16.0,3.0,1.0
VER,Red Bull Racing,33.0,97.048,MEDIUM,17.0,3.0,1.0
VER,Red Bull Racing,36.0,94.619,HARD,2.0,4.0,1.0
VER,Red Bull Racing,37.0,94.97,HARD,3.0,4.0,1.0
VER,Red Bull Racing,38.0,94.986,HARD,4.0,4.0,1.0
VER,Red Bull Racing,39.0,94.494,HARD,5.0,4.0,1.0
VER,Red Bull Racing,40.0,94.343,HARD,6.0,4.0,1.0
VER,Red Bull Racing,41.0,94.273,HARD,7.0,4.0,1.0
VER,Red Bull Racing,42.0,94.965,HARD,8.0,4.0,1.0
VER,Red Bull Racing,43.0,94.303,HARD,9.0,4.0,1.0
VER,Red Bull Racing,44.0,94.455,HARD,10.0,4.0,1.0
VER,Red Bull Racing,45.0,94.606,HARD,11.0,4.0,1.0
VER,Red Bull Racing,46.0,94.61,HARD,12.0,4.0,1.0
VER,Red Bull Racing,47.0,95.113,HARD,13.0,4.0,1.0
VER,Red Bull Racing,48.0,95.75,HARD,14.0,4.0,1.0
VER,Red Bull Racing,49.0,94.885,HARD,15.0,4.0,1.0
VER,Red Bull Racing,50.0,93.706,HARD,16.0,4.0,1.0
VER,Red Bull Racing,51.0,94.768,HARD,17.0,4.0,1.0
VER,Red Bull Racing,52.0,94.97,HARD,18.0,4.0,1.0
VER,Red Bull Racing,53.0,95.263,HARD,19.0,4.0,1.0
ZHO,Kick Sauber,4.0,100.228,SOFT,3.0,2.0,16.0
ZHO,Kick Sauber,5.0,99.597,SOFT,4.0,2.0,16.0
ZHO,Kick Sauber,6.0,99.991,SOFT,5.0,2.0,16.0
ZHO,Kick Sauber,9.0,97.16,HARD,2.0,3.0,18.0
ZHO,Kick Sauber,10.0,97.5,HARD,3.0,3.0,18.0
